exec,K-viz,K-iter,iter,vlrObj
25,30,6,4,2,0,4,2,0,6,8,5,7,0,3,1,0
26,30,6,1,5,0,8,5,0,4,3,1,2,0,7,6,0
26,30,6,2,3,0,7,5,0,4,3,1,2,0,8,6,0
26,30,6,3,3,0,7,5,0,4,3,1,2,0,8,6,0
27,30,6,1,5,0,1,4,0,6,8,5,2,0,3,7,0
27,30,6,2,4,0,2,4,0,6,8,5,1,0,3,7,0
27,30,6,3,2,0,2,4,0,6,8,5,7,0,3,1,0
27,30,6,4,1,0,2,4,0,5,8,6,7,0,3,1,0
27,30,6,5,1,0,2,4,0,5,8,6,7,0,3,1,0
28,30,6,1,4,0,7,1,0,4,6,3,5,0,8,2,0
28,30,6,2,4,0,7,1,0,4,6,3,5,0,8,2,0
29,30,6,1,8,0,4,8,0,7,2,3,5,0,6,1,0
29,30,6,2,5,0,4,8,0,7,2,6,5,0,3,1,0
29,30,6,3,4,0,4,8,0,7,2,6,3,0,5,1,0
29,30,6,4,2,0,4,6,0,7,2,8,3,0,5,1,0
29,30,6,5,2,0,4,6,0,7,2,8,3,0,5,1,0
30,30,6,1,4,0,5,7,0,4,2,1,3,0,6,8,0
30,30,6,2,2,0,7,5,0,4,2,1,3,0,6,8,0
30,30,6,3,2,0,7,5,0,4,2,1,3,0,6,8,0
31,30,6,1,7,0,7,1,0,3,2,5,4,0,8,6,0
31,30,6,2,4,0,7,1,0,3,5,2,4,0,8,6,0
31,30,6,3,3,0,7,1,0,2,5,3,4,0,8,6,0
31,30,6,4,3,0,7,1,0,2,5,3,4,0,8,6,0
32,30,6,1,4,0,6,1,0,4,8,3,2,0,7,5,0
32,30,6,2,2,0,6,1,0,4,8,3,7,0,2,5,0
32,30,6,3,2,0,6,1,0,4,8,3,7,0,2,5,0
33,30,6,1,4,0,6,1,0,2,8,3,4,0,7,5,0
33,30,6,2,3,0,6,1,0,2,8,3,4,0,5,7,0
33,30,6,3,3,0,6,1,0,2,8,3,4,0,5,7,0
34,30,6,1,7,0,5,4,0,8,6,7,2,0,3,1,0
34,30,6,2,3,0,2,4,0,8,6,7,5,0,3,1,0
34,30,6,3,3,0,2,4,0,8,6,7,5,0,3,1,0
35,30,6,1,6,0,4,2,0,8,1,7,6,0,3,5,0
35,30,6,2,3,0,4,2,0,8,5,7,6,0,3,1,0
35,30,6,3,2,0,4,2,0,8,6,7,5,0,3,1,0
35,30,6,4,2,0,4,2,0,8,6,7,5,0,3,1,0
36,30,6,1,6,0,8,5,0,7,2,6,3,0,4,1,0
36,30,6,2,4,0,5,8,0,7,2,6,3,0,4,1,0
36,30,6,3,2,0,5,8,0,7,2,1,3,0,4,6,0
36,30,6,4,2,0,5,8,0,7,2,1,3,0,4,6,0
37,30,6,1,4,0,3,7,0,2,6,1,5,0,4,8,0
37,30,6,2,2,0,7,3,0,2,6,1,5,0,4,8,0
37,30,6,3,2,0,7,3,0,2,6,1,5,0,4,8,0
38,30,6,1,6,0,6,8,0,4,1,5,2,0,3,7,0
38,30,6,2,4,0,4,8,0,6,1,5,2,0,3,7,0
38,30,6,3,4,0,4,8,0,6,1,5,2,0,3,7,0
39,30,6,1,7,0,7,5,0,8,3,4,2,0,1,6,0
39,30,6,2,5,0,7,5,0,3,8,4,2,0,1,6,0
39,30,6,3,4,0,7,5,0,3,1,4,2,0,8,6,0
39,30,6,4,3,0,7,5,0,4,1,3,2,0,8,6,0
39,30,6,5,3,0,7,5,0,4,1,3,2,0,8,6,0
40,30,6,1,7,0,6,2,0,3,4,1,8,0,5,7,0
40,30,6,2,4,0,6,2,0,3,8,1,4,0,5,7,0
40,30,6,3,4,0,6,2,0,3,8,1,4,0,5,7,0
41,30,6,1,6,0,6,3,0,2,8,4,1,0,7,5,0
41,30,6,2,5,0,6,1,0,2,8,4,3,0,7,5,0
41,30,6,3,4,0,6,1,0,2,4,8,3,0,7,5,0
41,30,6,4,4,0,6,1,0,2,4,8,3,0,7,5,0
42,30,6,1,5,0,2,7,0,4,6,3,5,0,1,8,0
42,30,6,2,5,0,2,7,0,4,6,3,5,0,1,8,0
43,30,6,1,5,0,1,7,0,3,5,8,4,0,6,2,0
43,30,6,2,4,0,7,1,0,3,5,8,4,0,6,2,0
43,30,6,3,4,0,7,1,0,3,5,8,4,0,6,2,0
44,30,6,1,8,0,6,1,0,5,7,4,8,0,3,2,0
44,30,6,2,6,0,8,1,0,5,7,4,6,0,3,2,0
44,30,6,3,4,0,8,1,0,5,3,4,6,0,7,2,0
44,30,6,4,2,0,8,1,0,3,5,4,6,0,7,2,0
44,30,6,5,2,0,8,1,0,3,5,4,6,0,7,2,0
45,30,6,1,8,0,4,7,0,2,5,6,1,0,3,8,0
45,30,6,2,5,0,4,7,0,2,5,1,6,0,3,8,0
45,30,6,3,4,0,4,2,0,7,5,1,6,0,3,8,0
45,30,6,4,2,0,4,2,0,7,5,8,6,0,3,1,0
45,30,6,5,2,0,4,2,0,7,5,8,6,0,3,1,0
46,30,6,1,5,0,3,1,0,5,7,6,2,0,8,4,0
46,30,6,2,2,0,3,1,0,5,7,6,8,0,2,4,0
46,30,6,3,2,0,3,1,0,5,7,6,8,0,2,4,0
47,30,6,1,7,0,3,8,0,1,6,5,4,0,7,2,0
47,30,6,2,6,0,3,8,0,5,6,1,4,0,7,2,0
47,30,6,3,4,0,3,6,0,5,8,1,4,0,7,2,0
47,30,6,4,3,0,3,6,0,5,8,1,2,0,7,4,0
47,30,6,5,3,0,3,6,0,5,8,1,2,0,7,4,0
48,30,6,1,5,0,3,1,0,6,7,5,4,0,2,8,0
48,30,6,2,3,0,3,1,0,6,8,5,4,0,2,7,0
48,30,6,3,3,0,3,1,0,6,8,5,4,0,2,7,0
49,30,6,1,3,0,5,7,0,8,3,1,2,0,4,6,0
49,30,6,2,2,0,5,7,0,8,2,1,3,0,4,6,0
49,30,6,3,2,0,5,7,0,8,2,1,3,0,4,6,0
50,30,6,1,9,0,4,1,0,5,6,3,7,0,2,8,0
50,30,6,2,5,0,3,1,0,5,6,4,7,0,2,8,0
50,30,6,3,3,0,3,1,0,5,6,8,7,0,2,4,0
50,30,6,4,2,0,3,1,0,5,7,8,6,0,2,4,0
50,30,6,5,2,0,3,1,0,5,7,8,6,0,2,4,0
51,30,6,1,6,0,1,6,0,8,4,3,2,0,5,7,0
51,30,6,2,5,0,1,6,0,8,3,4,2,0,5,7,0
51,30,6,3,3,0,4,6,0,8,3,1,2,0,5,7,0
51,30,6,4,3,0,4,6,0,8,3,1,2,0,5,7,0
52,30,6,1,6,0,1,8,0,7,4,6,5,0,3,2,0
52,30,6,2,6,0,1,8,0,7,4,6,5,0,3,2,0
53,30,6,1,2,0,7,1,0,3,5,4,6,0,8,2,0
53,30,6,2,2,0,7,1,0,3,5,4,6,0,8,2,0
54,30,6,1,2,0,7,5,0,4,2,3,1,0,8,6,0
54,30,6,2,2,0,7,5,0,4,2,3,1,0,8,6,0
55,30,6,1,4,0,6,1,0,2,3,8,4,0,5,7,0
55,30,6,2,2,0,6,8,0,2,3,1,4,0,5,7,0
55,30,6,3,2,0,6,8,0,2,3,1,4,0,5,7,0
56,30,6,1,6,0,3,6,0,5,7,4,1,0,2,8,0
56,30,6,2,4,0,3,6,0,5,7,8,1,0,2,4,0
56,30,6,3,4,0,3,6,0,5,7,8,1,0,2,4,0
57,30,6,1,4,0,3,8,0,7,5,1,6,0,4,2,0
57,30,6,2,2,0,3,1,0,7,5,8,6,0,4,2,0
57,30,6,3,2,0,3,1,0,7,5,8,6,0,4,2,0
58,30,6,1,4,0,7,4,0,5,2,8,1,0,3,6,0
58,30,6,2,4,0,7,4,0,5,2,8,1,0,3,6,0
59,30,6,1,6,0,8,2,0,4,5,6,7,0,1,3,0
59,30,6,2,6,0,8,2,0,4,5,6,7,0,1,3,0
60,30,6,1,2,0,4,2,0,6,8,1,7,0,3,5,0
60,30,6,2,2,0,4,2,0,6,8,1,7,0,3,5,0
61,30,6,1,6,0,2,4,0,6,8,5,3,0,1,7,0
61,30,6,2,4,0,2,4,0,6,8,5,1,0,3,7,0
61,30,6,3,4,0,2,4,0,6,8,5,1,0,3,7,0
62,30,6,1,5,0,3,1,0,8,6,5,4,0,2,7,0
62,30,6,2,3,0,3,1,0,6,8,5,4,0,2,7,0
62,30,6,3,3,0,3,1,0,6,8,5,4,0,2,7,0
63,30,6,1,6,0,3,2,0,7,6,8,5,0,1,4,0
63,30,6,2,3,0,4,2,0,7,6,8,5,0,1,3,0
63,30,6,3,2,0,4,2,0,7,6,8,5,0,3,1,0
63,30,6,4,2,0,4,2,0,7,6,8,5,0,3,1,0
64,30,6,1,6,0,8,2,0,4,6,1,5,0,3,7,0
64,30,6,2,4,0,8,3,0,4,6,1,5,0,2,7,0
64,30,6,3,4,0,8,3,0,4,6,1,5,0,2,7,0
65,30,6,1,4,0,1,6,0,4,8,3,7,0,2,5,0
65,30,6,2,4,0,1,6,0,4,8,3,7,0,2,5,0
66,30,6,1,4,0,2,5,0,4,7,1,8,0,6,3,0
66,30,6,2,4,0,2,5,0,4,7,1,8,0,6,3,0
67,30,6,1,6,0,7,4,0,5,3,6,1,0,2,8,0
67,30,6,2,4,0,7,1,0,5,3,6,4,0,2,8,0
67,30,6,3,4,0,7,1,0,5,3,6,4,0,2,8,0
68,30,6,1,4,0,2,7,0,5,4,6,3,0,8,1,0
68,30,6,2,2,0,2,7,0,6,4,5,3,0,8,1,0
68,30,6,3,2,0,2,7,0,6,4,5,3,0,8,1,0
69,30,6,1,4,0,8,3,0,6,2,1,5,0,4,7,0
69,30,6,2,2,0,8,3,0,2,6,1,5,0,4,7,0
69,30,6,3,2,0,8,3,0,2,6,1,5,0,4,7,0
70,30,6,1,5,0,6,8,0,5,3,1,2,0,7,4,0
70,30,6,2,3,0,6,8,0,4,3,1,2,0,7,5,0
70,30,6,3,2,0,6,8,0,4,2,1,3,0,7,5,0
70,30,6,4,2,0,6,8,0,4,2,1,3,0,7,5,0
exec,K-viz,K-iter,iter,vlrObj
1,30,6,1,8,0,3,7,0,8,2,6,1,0,4,5,0
1,30,6,2,6,0,3,7,0,6,2,8,1,0,4,5,0
1,30,6,3,4,0,3,7,0,6,2,5,1,0,4,8,0
1,30,6,4,4,0,3,7,0,6,2,5,1,0,4,8,0
2,30,6,1,7,0,1,3,0,6,7,8,4,0,2,5,0
2,30,6,2,5,0,3,1,0,6,7,8,4,0,2,5,0
2,30,6,3,3,0,3,1,0,6,8,7,4,0,2,5,0
2,30,6,4,3,0,3,1,0,6,8,7,4,0,2,5,0
3,30,6,1,6,0,2,5,0,4,7,3,1,0,8,6,0
3,30,6,2,5,0,2,5,0,4,7,3,6,0,8,1,0
3,30,6,3,4,0,2,5,0,4,7,3,8,0,6,1,0
3,30,6,4,2,0,2,5,0,4,8,3,7,0,6,1,0
3,30,6,5,2,0,2,5,0,4,8,3,7,0,6,1,0
4,30,6,1,4,0,4,1,0,7,2,6,3,0,5,8,0
4,30,6,2,2,0,4,6,0,7,2,1,3,0,5,8,0
4,30,6,3,2,0,4,6,0,7,2,1,3,0,5,8,0
5,30,6,1,2,0,7,5,0,2,4,1,3,0,6,8,0
5,30,6,2,2,0,7,5,0,2,4,1,3,0,6,8,0
6,30,6,1,3,0,3,6,0,5,8,1,7,0,2,4,0
6,30,6,2,1,0,3,1,0,5,8,6,7,0,2,4,0
6,30,6,3,1,0,3,1,0,5,8,6,7,0,2,4,0
7,30,6,1,6,0,5,3,0,1,7,2,8,0,4,6,0
7,30,6,2,2,0,5,3,0,2,7,1,8,0,4,6,0
7,30,6,3,1,0,5,3,0,2,8,1,7,0,4,6,0
7,30,6,4,1,0,5,3,0,2,8,1,7,0,4,6,0
8,30,6,1,4,0,2,4,0,8,7,1,6,0,5,3,0
9,30,6,1,6,0,7,2,0,3,5,1,8,0,6,4,0
9,30,6,2,4,0,7,2,0,3,5,1,6,0,8,4,0
9,30,6,3,2,0,7,3,0,2,5,1,6,0,8,4,0
9,30,6,4,2,0,7,3,0,2,5,1,6,0,8,4,0
10,30,6,1,8,0,1,5,0,3,8,6,4,0,7,2,0
10,30,6,2,5,0,1,8,0,3,5,6,4,0,7,2,0
10,30,6,3,4,0,8,1,0,3,5,6,4,0,7,2,0
10,30,6,4,2,0,8,1,0,3,5,4,6,0,7,2,0
10,30,6,5,2,0,8,1,0,3,5,4,6,0,7,2,0
11,30,6,1,7,0,5,1,0,2,3,8,6,0,4,7,0
11,30,6,2,4,0,5,1,0,2,7,8,6,0,4,3,0
11,30,6,3,4,0,5,1,0,2,7,8,6,0,4,3,0
12,30,6,1,6,0,3,8,0,6,1,2,5,0,4,7,0
12,30,6,2,4,0,3,8,0,6,2,1,5,0,4,7,0
12,30,6,3,4,0,3,8,0,6,2,1,5,0,4,7,0
13,30,6,1,5,0,2,7,0,5,4,8,3,0,1,6,0
13,30,6,2,3,0,2,5,0,7,4,8,3,0,1,6,0
13,30,6,3,3,0,2,5,0,7,4,8,3,0,1,6,0
14,30,6,1,4,0,7,1,0,4,8,3,5,0,6,2,0
14,30,6,2,4,0,7,1,0,4,8,3,5,0,6,2,0
15,30,6,1,6,0,4,6,0,8,2,5,1,0,3,7,0
15,30,6,2,4,0,4,6,0,8,2,7,1,0,3,5,0
15,30,6,3,4,0,4,6,0,8,2,7,1,0,3,5,0
16,30,6,1,5,0,8,7,0,2,5,3,4,0,6,1,0
16,30,6,2,3,0,5,7,0,2,8,3,4,0,6,1,0
16,30,6,3,3,0,5,7,0,2,8,3,4,0,6,1,0
17,30,6,1,4,0,3,5,0,8,6,7,1,0,2,4,0
17,30,6,2,2,0,3,5,0,6,8,7,1,0,2,4,0
17,30,6,3,2,0,3,5,0,6,8,7,1,0,2,4,0
18,30,6,1,6,0,2,4,0,7,5,8,1,0,6,3,0
18,30,6,2,3,0,2,4,0,7,5,8,6,0,1,3,0
18,30,6,3,3,0,2,4,0,7,5,8,6,0,1,3,0
19,30,6,1,5,0,8,4,0,5,3,6,2,0,7,1,0
19,30,6,2,3,0,8,6,0,5,3,4,2,0,7,1,0
19,30,6,3,3,0,8,6,0,5,3,4,2,0,7,1,0
20,30,6,1,10,0,6,7,0,1,3,5,2,0,8,4,0
20,30,6,2,5,0,1,7,0,6,3,5,2,0,8,4,0
20,30,6,3,4,0,3,7,0,6,1,5,2,0,8,4,0
20,30,6,4,4,0,3,7,0,6,1,5,2,0,8,4,0
21,30,6,1,6,0,2,3,0,5,6,1,7,0,8,4,0
21,30,6,2,4,0,2,4,0,5,6,1,7,0,8,3,0
21,30,6,3,4,0,2,4,0,5,6,1,7,0,8,3,0
22,30,6,1,6,0,7,3,0,2,4,1,8,0,5,6,0
22,30,6,2,4,0,7,3,0,2,4,1,6,0,5,8,0
22,30,6,3,2,0,7,3,0,2,5,1,6,0,4,8,0
22,30,6,4,2,0,7,3,0,2,5,1,6,0,4,8,0
23,30,6,1,4,0,2,6,0,8,5,1,4,0,3,7,0
23,30,6,2,4,0,2,6,0,8,5,1,4,0,3,7,0
24,30,6,1,8,0,3,6,0,5,1,2,4,0,8,7,0
24,30,6,2,6,0,3,6,0,5,1,8,4,0,2,7,0
24,30,6,3,4,0,3,6,0,5,8,1,4,0,2,7,0
24,30,6,4,3,0,3,6,0,5,8,1,7,0,2,4,0
24,30,6,5,2,0,3,5,0,6,8,1,7,0,2,4,0
24,30,6,6,2,0,3,5,0,6,8,1,7,0,2,4,0
25,30,6,1,5,0,7,5,0,3,8,2,4,0,6,1,0
25,30,6,2,3,0,7,5,0,3,8,2,1,0,6,4,0
25,30,6,3,3,0,7,5,0,3,8,2,1,0,6,4,0
26,30,6,1,4,0,7,4,0,5,2,1,8,0,3,6,0
26,30,6,2,3,0,7,4,0,5,2,1,3,0,8,6,0
26,30,6,3,3,0,7,4,0,5,2,1,3,0,8,6,0
27,30,6,1,6,0,7,4,0,5,1,2,6,0,8,3,0
27,30,6,2,5,0,7,4,0,5,1,6,2,0,8,3,0
27,30,6,3,5,0,7,4,0,5,1,6,2,0,8,3,0
28,30,6,1,4,0,8,3,0,2,6,1,7,0,4,5,0
28,30,6,2,2,0,6,3,0,2,8,1,7,0,4,5,0
28,30,6,3,2,0,6,3,0,2,8,1,7,0,4,5,0
29,30,6,1,3,0,4,6,0,7,2,8,3,0,1,5,0
29,30,6,2,3,0,4,6,0,7,2,8,3,0,1,5,0
30,30,6,1,7,0,6,3,0,8,1,7,2,0,5,4,0
30,30,6,2,5,0,6,4,0,8,1,7,2,0,5,3,0
30,30,6,3,4,0,6,4,0,8,1,7,2,0,3,5,0
30,30,6,4,4,0,6,4,0,8,1,7,2,0,3,5,0
31,30,6,1,7,0,3,5,0,4,7,1,2,0,6,8,0
31,30,6,2,6,0,3,5,0,4,7,1,8,0,6,2,0
31,30,6,3,5,0,1,5,0,4,7,3,8,0,6,2,0
31,30,6,4,3,0,1,5,0,4,8,3,7,0,6,2,0
31,30,6,5,3,0,1,5,0,4,8,3,7,0,6,2,0
32,30,6,1,7,0,8,3,0,2,1,5,6,0,7,4,0
32,30,6,2,2,0,8,3,0,2,5,1,6,0,7,4,0
32,30,6,3,2,0,8,3,0,2,5,1,6,0,7,4,0
33,30,6,1,6,0,2,5,0,6,8,3,1,0,4,7,0
33,30,6,2,4,0,8,5,0,6,2,3,1,0,4,7,0
33,30,6,3,2,0,8,5,0,6,2,1,3,0,4,7,0
33,30,6,4,2,0,8,5,0,6,2,1,3,0,4,7,0
34,30,6,1,7,0,8,2,0,6,5,3,4,0,7,1,0
34,30,6,2,4,0,8,2,0,6,5,7,4,0,3,1,0
34,30,6,3,4,0,8,2,0,6,5,7,4,0,3,1,0
35,30,6,1,6,0,7,3,0,5,1,2,6,0,8,4,0
35,30,6,2,5,0,7,5,0,3,1,2,6,0,8,4,0
35,30,6,3,4,0,7,1,0,3,5,2,6,0,8,4,0
35,30,6,4,2,0,7,1,0,3,5,4,6,0,8,2,0
35,30,6,5,2,0,7,1,0,3,5,4,6,0,8,2,0
36,30,6,1,6,0,5,1,0,3,6,2,8,0,7,4,0
36,30,6,2,4,0,5,1,0,3,8,2,6,0,7,4,0
36,30,6,3,4,0,5,1,0,3,8,2,6,0,7,4,0
37,30,6,1,4,0,8,6,0,5,2,4,3,0,1,7,0
37,30,6,2,3,0,8,6,0,5,3,4,2,0,1,7,0
37,30,6,3,3,0,8,6,0,5,3,4,2,0,1,7,0
38,30,6,1,5,0,2,7,0,5,3,8,4,0,1,6,0
38,30,6,2,4,0,2,5,0,7,3,8,4,0,1,6,0
38,30,6,3,3,0,5,2,0,7,3,8,4,0,1,6,0
38,30,6,4,3,0,5,2,0,7,3,8,4,0,1,6,0
39,30,6,1,7,0,6,8,0,3,7,4,2,0,5,1,0
39,30,6,2,4,0,6,2,0,3,7,4,8,0,5,1,0
39,30,6,3,2,0,6,2,0,3,8,4,7,0,5,1,0
39,30,6,4,2,0,6,2,0,3,8,4,7,0,5,1,0
40,30,6,1,6,0,1,8,0,7,5,6,3,0,4,2,0
40,30,6,2,4,0,2,8,0,7,5,6,3,0,4,1,0
40,30,6,3,2,0,2,8,0,7,5,6,4,0,3,1,0
40,30,6,4,2,0,2,8,0,7,5,6,4,0,3,1,0
41,30,6,1,6,0,4,7,0,6,2,8,3,0,5,1,0
41,30,6,2,2,0,4,6,0,7,2,8,3,0,5,1,0
41,30,6,3,2,0,4,6,0,7,2,8,3,0,5,1,0
42,30,6,1,7,0,5,8,0,7,1,6,2,0,4,3,0
42,30,6,2,5,0,5,3,0,7,1,6,2,0,4,8,0
42,30,6,3,3,0,5,3,0,7,1,8,2,0,4,6,0
42,30,6,4,2,0,5,3,0,7,2,8,1,0,4,6,0
42,30,6,5,2,0,5,3,0,7,2,8,1,0,4,6,0
43,30,6,1,4,0,6,1,0,4,7,8,3,0,2,5,0
43,30,6,2,4,0,6,1,0,4,7,8,3,0,2,5,0
44,30,6,1,6,0,8,1,0,5,2,6,3,0,4,7,0
44,30,6,2,4,0,8,6,0,5,2,1,3,0,4,7,0
44,30,6,3,2,0,8,5,0,6,2,1,3,0,4,7,0
44,30,6,4,2,0,8,5,0,6,2,1,3,0,4,7,0
45,30,6,1,7,0,4,7,0,8,6,1,3,0,5,2,0
45,30,6,2,5,0,4,1,0,8,6,7,3,0,5,2,0
45,30,6,3,4,0,4,1,0,8,6,7,5,0,3,2,0
45,30,6,4,2,0,3,1,0,8,6,7,5,0,4,2,0
45,30,6,5,2,0,3,1,0,8,6,7,5,0,4,2,0
46,30,6,1,2,0,3,5,0,7,1,8,2,0,4,6,0
46,30,6,2,2,0,3,5,0,7,1,8,2,0,4,6,0
47,30,6,1,2,0,4,1,0,2,7,8,6,0,5,3,0
47,30,6,2,2,0,4,1,0,2,7,8,6,0,5,3,0
48,30,6,1,6,0,7,1,0,2,3,4,6,0,5,8,0
48,30,6,2,4,0,7,1,0,5,3,4,6,0,2,8,0
48,30,6,3,4,0,7,1,0,5,3,4,6,0,2,8,0
49,30,6,1,8,0,4,3,0,8,5,7,6,0,1,2,0
49,30,6,2,4,0,4,2,0,8,5,7,6,0,1,3,0
49,30,6,3,3,0,4,2,0,7,5,8,6,0,1,3,0
49,30,6,4,3,0,4,2,0,7,5,8,6,0,1,3,0
50,30,6,1,4,0,6,1,0,4,7,3,8,0,2,5,0
50,30,6,2,4,0,6,1,0,4,7,3,8,0,2,5,0
51,30,6,1,6,0,5,4,0,7,1,6,2,0,3,8,0
51,30,6,2,4,0,7,4,0,5,1,6,2,0,3,8,0
51,30,6,3,4,0,7,4,0,5,1,6,2,0,3,8,0
52,30,6,1,7,0,2,7,0,6,8,3,4,0,1,5,0
52,30,6,2,5,0,2,7,0,6,8,5,4,0,1,3,0
52,30,6,3,3,0,2,4,0,6,8,5,7,0,1,3,0
52,30,6,4,2,0,2,4,0,6,8,5,7,0,3,1,0
52,30,6,5,2,0,2,4,0,6,8,5,7,0,3,1,0
53,30,6,1,6,0,6,7,0,8,3,2,4,0,5,1,0
53,30,6,2,4,0,5,7,0,8,3,2,4,0,6,1,0
53,30,6,3,4,0,5,7,0,8,3,2,4,0,6,1,0
54,30,6,1,6,0,2,7,0,5,4,3,1,0,8,6,0
54,30,6,2,4,0,5,7,0,2,4,3,1,0,8,6,0
54,30,6,3,2,0,5,7,0,2,4,1,3,0,8,6,0
54,30,6,4,2,0,5,7,0,2,4,1,3,0,8,6,0
55,30,6,1,5,0,4,8,0,7,2,6,5,0,3,1,0
55,30,6,2,3,0,4,2,0,7,8,6,5,0,3,1,0
55,30,6,3,2,0,4,2,0,7,6,8,5,0,3,1,0
55,30,6,4,2,0,4,2,0,7,6,8,5,0,3,1,0
56,30,6,1,4,0,2,3,0,6,8,5,7,0,4,1,0
56,30,6,2,2,0,2,4,0,6,8,5,7,0,3,1,0
56,30,6,3,1,0,2,4,0,5,8,6,7,0,3,1,0
56,30,6,4,1,0,2,4,0,5,8,6,7,0,3,1,0
57,30,6,1,5,0,7,5,0,2,8,1,4,0,3,6,0
57,30,6,2,3,0,7,5,0,2,3,1,4,0,8,6,0
57,30,6,3,2,0,5,7,0,2,3,1,4,0,8,6,0
57,30,6,4,2,0,5,7,0,2,3,1,4,0,8,6,0
58,30,6,1,6,0,7,4,0,2,5,8,1,0,6,3,0
58,30,6,2,4,0,7,4,0,2,5,1,8,0,6,3,0
58,30,6,3,2,0,7,4,0,2,5,1,6,0,8,3,0
58,30,6,4,2,0,7,4,0,2,5,1,6,0,8,3,0
59,30,6,1,7,0,1,7,0,3,6,4,2,0,5,8,0
59,30,6,2,5,0,1,7,0,3,5,4,2,0,6,8,0
59,30,6,3,4,0,5,7,0,3,1,4,2,0,6,8,0
59,30,6,4,4,0,5,7,0,3,1,4,2,0,6,8,0
60,30,6,1,4,0,4,2,0,8,6,1,7,0,5,3,0
60,30,6,2,3,0,4,8,0,2,6,1,7,0,5,3,0
60,30,6,3,1,0,4,6,0,2,8,1,7,0,5,3,0
60,30,6,4,0,0,6,4,0,2,8,1,7,0,5,3,0
exec,K-viz,K-iter,iter,vlrObj
1,30,6,1,8,0,2,3,0,7,1,8,6,0,5,4,0
1,30,6,2,4,0,2,4,0,7,1,8,6,0,5,3,0
1,30,6,3,4,0,2,4,0,7,1,8,6,0,5,3,0
2,30,6,1,5,0,8,5,0,4,2,3,6,0,7,1,0
2,30,6,2,4,0,8,2,0,4,5,3,6,0,7,1,0
2,30,6,3,2,0,8,2,0,3,5,4,6,0,7,1,0
2,30,6,4,2,0,8,2,0,3,5,4,6,0,7,1,0
3,30,6,1,6,0,8,5,0,4,6,3,7,0,2,1,0
3,30,6,2,4,0,2,5,0,4,6,3,7,0,8,1,0
3,30,6,3,4,0,2,5,0,4,6,3,7,0,8,1,0
4,30,6,1,6,0,3,7,0,1,5,2,4,0,8,6,0
4,30,6,2,4,0,3,7,0,2,5,1,4,0,8,6,0
4,30,6,3,2,0,5,7,0,2,3,1,4,0,8,6,0
4,30,6,4,2,0,5,7,0,2,3,1,4,0,8,6,0
5,30,6,1,7,0,2,7,0,5,1,4,8,0,3,6,0
5,30,6,2,4,0,2,7,0,5,8,4,1,0,3,6,0
5,30,6,3,4,0,2,7,0,5,8,4,1,0,3,6,0
6,30,6,1,6,0,5,3,0,2,7,4,6,0,8,1,0
6,30,6,2,2,0,5,3,0,2,7,1,6,0,8,4,0
6,30,6,3,2,0,5,3,0,2,7,1,6,0,8,4,0
7,30,6,1,5,0,7,1,0,5,4,6,3,0,8,2,0
7,30,6,2,4,0,7,1,0,5,4,6,3,0,2,8,0
7,30,6,3,4,0,7,1,0,5,4,6,3,0,2,8,0
8,30,6,1,5,0,2,4,0,7,8,6,3,0,5,1,0
8,30,6,2,4,0,2,5,0,7,8,6,3,0,4,1,0
8,30,6,3,2,0,2,5,0,6,8,7,3,0,4,1,0
8,30,6,4,2,0,2,5,0,6,8,7,3,0,4,1,0
9,30,6,1,0,0,6,4,0,2,8,1,7,0,5,3,0
exec,K-viz,K-iter,iter,vlrObj
1,30,6,1,4,0,5,8,0,2,7,1,6,0,4,3,0
1,30,6,2,2,0,4,8,0,2,7,1,6,0,5,3,0
1,30,6,3,2,0,4,8,0,2,7,1,6,0,5,3,0
2,30,6,1,5,0,3,7,0,6,4,5,2,0,8,1,0
2,30,6,2,4,0,3,7,0,6,1,5,2,0,8,4,0
2,30,6,3,4,0,3,7,0,6,1,5,2,0,8,4,0
3,30,6,1,8,0,1,7,0,6,2,4,5,0,3,8,0
3,30,6,2,6,0,1,7,0,6,3,4,5,0,2,8,0
3,30,6,3,4,0,1,7,0,6,3,5,4,0,2,8,0
3,30,6,4,3,0,1,7,0,6,4,5,3,0,2,8,0
3,30,6,5,3,0,1,7,0,6,4,5,3,0,2,8,0
4,30,6,1,7,0,6,8,0,1,2,4,3,0,7,5,0
4,30,6,2,2,0,6,8,0,4,2,1,3,0,7,5,0
4,30,6,3,2,0,6,8,0,4,2,1,3,0,7,5,0
5,30,6,1,7,0,8,3,0,5,6,1,4,0,2,7,0
5,30,6,2,4,0,8,3,0,5,6,1,7,0,2,4,0
5,30,6,3,4,0,8,3,0,5,6,1,7,0,2,4,0
6,30,6,1,3,0,2,4,0,5,8,1,7,0,3,6,0
6,30,6,2,2,0,2,4,0,6,8,1,7,0,3,5,0
6,30,6,3,2,0,2,4,0,6,8,1,7,0,3,5,0
7,30,6,1,6,0,4,5,0,2,7,1,8,0,3,6,0
7,30,6,2,4,0,4,5,0,2,7,1,8,0,6,3,0
7,30,6,3,2,0,4,6,0,2,7,1,8,0,5,3,0
7,30,6,4,2,0,4,6,0,2,7,1,8,0,5,3,0
8,30,6,1,6,0,6,2,0,4,3,1,7,0,8,5,0
8,30,6,2,4,0,6,4,0,2,3,1,7,0,8,5,0
8,30,6,3,2,0,6,4,0,2,8,1,7,0,3,5,0
